,Unnamed: 0,[Service ID],[WSDL Address],[Service Provider],[IP Address],[Country],[IP No.],[AS],[Latitude],[Longitude]
227,227,227,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNARefFASTA2NCBI,1670,2516,23,0,1288,49.25,-123.1333
228,228,228,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINTEXT2FASTA,1670,2516,23,0,1288,49.25,-123.1333
229,229,229,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINRefFASTA2PIR,1670,2516,23,0,1288,49.25,-123.1333
230,230,230,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNARefFASTA2MSF,1670,2516,23,0,1288,49.25,-123.1333
231,231,231,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/revseqDNARefFASTA2FASTA,1670,2516,23,0,1288,49.25,-123.1333
232,232,232,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNARefMEGA2FASTA,1670,2516,23,0,1288,49.25,-123.1333
233,233,233,http://biomoby.org/services/wsdl/bioinfo.icapture.ubc.ca/BIND_IdSearchGetFastaByEnsemblId,1670,2516,23,0,1288,49.25,-123.1333
234,234,234,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNARefFASTA2RAW,1670,2516,23,0,1288,49.25,-123.1333
235,235,235,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINPIR2FASTA,1670,2516,23,0,1288,49.25,-123.1333
236,236,236,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNAFASTA2IG,1670,2516,23,0,1288,49.25,-123.1333
237,237,237,http://biomoby.org/services/wsdl/atidb.org/getTargetPResultByTranscriptCode,1670,2516,23,0,1288,49.25,-123.1333
238,238,238,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNARefFASTA2JACKKNIFERNON,1670,2516,23,0,1288,49.25,-123.1333
239,239,239,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINFASTA2GENBANK,1670,2516,23,0,1288,49.25,-123.1333
240,240,240,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINRefCLUSTAL2FASTA,1670,2516,23,0,1288,49.25,-123.1333
241,241,241,http://biomoby.org/services/wsdl/bioinfo.icapture.ubc.ca/BIND_IdSearchGetFastaBySmartId,1670,2516,23,0,1288,49.25,-123.1333
242,242,242,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNARefFASTA2GENBANK,1670,2516,23,0,1288,49.25,-123.1333
243,243,243,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNAFASTA2NEXUS,1670,2516,23,0,1288,49.25,-123.1333
244,244,244,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNARefNBRF2FASTA,1670,2516,23,0,1288,49.25,-123.1333
245,245,245,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/revseqDNAFASTA2FASTA,1670,2516,23,0,1288,49.25,-123.1333
246,246,246,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINRefGCG2FASTA,1670,2516,23,0,1288,49.25,-123.1333
247,247,247,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNARefNEXUSNON2FASTA,1670,2516,23,0,1288,49.25,-123.1333
248,248,248,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINRefTEXT2FASTA,1670,2516,23,0,1288,49.25,-123.1333
249,249,249,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINRefNEXUSNON2FASTA,1670,2516,23,0,1288,49.25,-123.1333
250,250,250,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNAFASTA2EMBL,1670,2516,23,0,1288,49.25,-123.1333
251,251,251,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNARefFASTA2STRIDER,1670,2516,23,0,1288,49.25,-123.1333
252,252,252,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINRefSWISS2FASTA,1670,2516,23,0,1288,49.25,-123.1333
253,253,253,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINCLUSTAL2FASTA,1670,2516,23,0,1288,49.25,-123.1333
254,254,254,http://biomoby.org/services/wsdl/bioinfo.icapture.ubc.ca/BIND_IdSearchGetGOTermsByOmimId,1670,2516,23,0,1288,49.25,-123.1333
255,255,255,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINFASTA2GCG8,1670,2516,23,0,1288,49.25,-123.1333
256,256,256,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINNCBI2FASTA,1670,2516,23,0,1288,49.25,-123.1333
257,257,257,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINFASTA2JACKKNIFERNON,1670,2516,23,0,1288,49.25,-123.1333
258,258,258,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNAFASTA2MEGA,1670,2516,23,0,1288,49.25,-123.1333
259,259,259,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINRefFASTA2CODATA,1670,2516,23,0,1288,49.25,-123.1333
260,260,260,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINFASTA2PHYLIP,1670,2516,23,0,1288,49.25,-123.1333
261,261,261,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNAFASTA2NCBI,1670,2516,23,0,1288,49.25,-123.1333
262,262,262,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNARefFASTA2NBRF,1670,2516,23,0,1288,49.25,-123.1333
263,263,263,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNASTADEN2FASTA,1670,2516,23,0,1288,49.25,-123.1333
264,264,264,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINRefSTADEN2FASTA,1670,2516,23,0,1288,49.25,-123.1333
265,265,265,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINFASTA2NEXUS,1670,2516,23,0,1288,49.25,-123.1333
266,266,266,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNARefACEDB2FASTA,1670,2516,23,0,1288,49.25,-123.1333
267,267,267,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNAGCG82FASTA,1670,2516,23,0,1288,49.25,-123.1333
268,268,268,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNARefFASTA2MEGA,1670,2516,23,0,1288,49.25,-123.1333
269,269,269,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNARefFASTA2NEXUS,1670,2516,23,0,1288,49.25,-123.1333
270,270,270,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINRefFASTA2PHYLIP,1670,2516,23,0,1288,49.25,-123.1333
271,271,271,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINFASTA2EMBL,1670,2516,23,0,1288,49.25,-123.1333
272,272,272,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNACODATA2FASTA,1670,2516,23,0,1288,49.25,-123.1333
273,273,273,http://biomoby.org/services/wsdl/bioinfo.icapture.ubc.ca/BIND_IdSearchGetGOTermsByPirId,1670,2516,23,0,1288,49.25,-123.1333
274,274,274,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINRefGEN2FASTA,1670,2516,23,0,1288,49.25,-123.1333
275,275,275,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINRefFASTA2NBRF,1670,2516,23,0,1288,49.25,-123.1333
276,276,276,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNARefMSF2FASTA,1670,2516,23,0,1288,49.25,-123.1333
277,277,277,http://biomoby.org/services/wsdl/bioinfo.icapture.ubc.ca/BIND_IdSearchGetFastaByTairId,1670,2516,23,0,1288,49.25,-123.1333
278,278,278,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINRefNCBI2FASTA,1670,2516,23,0,1288,49.25,-123.1333
279,279,279,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNANEXUS2FASTA,1670,2516,23,0,1288,49.25,-123.1333
280,280,280,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNARefFASTA2IG,1670,2516,23,0,1288,49.25,-123.1333
281,281,281,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNAFASTA2NBRF,1670,2516,23,0,1288,49.25,-123.1333
282,282,282,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINRefJACKNIFER2FASTA,1670,2516,23,0,1288,49.25,-123.1333
283,283,283,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNARefGCG2FASTA,1670,2516,23,0,1288,49.25,-123.1333
284,284,284,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINJACKNIFERNON2FASTA,1670,2516,23,0,1288,49.25,-123.1333
285,285,285,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNARefIG2FASTA,1670,2516,23,0,1288,49.25,-123.1333
286,286,286,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINFASTA2MSF,1670,2516,23,0,1288,49.25,-123.1333
287,287,287,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNARefSWISS2FASTA,1670,2516,23,0,1288,49.25,-123.1333
288,288,288,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNAFASTA2GCG,1670,2516,23,0,1288,49.25,-123.1333
289,289,289,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINRefFASTA2MSF,1670,2516,23,0,1288,49.25,-123.1333
290,290,290,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNARefFASTA2CODATA,1670,2516,23,0,1288,49.25,-123.1333
291,291,291,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNARefJACKNIFERNON2FASTA,1670,2516,23,0,1288,49.25,-123.1333
292,292,292,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINRefFASTA2JACKKNIFER,1670,2516,23,0,1288,49.25,-123.1333
293,293,293,http://biomoby.org/services/wsdl/bioinfo.icapture.ubc.ca/BIND_IdSearchGetGOTermsBySmartId,1670,2516,23,0,1288,49.25,-123.1333
294,294,294,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/revseqProteinFASTA2FASTA,1670,2516,23,0,1288,49.25,-123.1333
295,295,295,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINRefFASTA2GCG8,1670,2516,23,0,1288,49.25,-123.1333
296,296,296,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNAFASTA2RAW,1670,2516,23,0,1288,49.25,-123.1333
297,297,297,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINFASTA2SWISS,1670,2516,23,0,1288,49.25,-123.1333
298,298,298,http://biomoby.org/services/wsdl/antirrhinum.net/getDragonBlastText,1670,2516,23,0,1288,49.25,-123.1333
299,299,299,http://biomoby.org/services/wsdl/atidb.org/getInsertionsWithOffsetAsGFFByAGICode,1670,2516,23,0,1288,49.25,-123.1333
300,300,300,http://biomoby.org/services/wsdl/bioinfo.icapture.ubc.ca/snp2Frequencies,1670,2516,23,0,1288,49.25,-123.1333
301,301,301,http://biomoby.org/services/wsdl/bioinfo.icapture.ubc.ca/convertKeggGeneId2PDBId,1670,2516,23,0,1288,49.25,-123.1333
302,302,302,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINRefJACKNIFERNON2FASTA,1670,1529,23,5,964,,
303,303,303,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINCODATA2FASTA,1670,1529,23,5,964,,
304,304,304,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINGCG2FASTA,1670,2516,23,0,1288,49.25,-123.1333
305,305,305,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINTREECON2FASTA,1670,2516,23,0,1288,49.25,-123.1333
306,306,306,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNANBRF2FASTA,1670,2516,23,0,1288,49.25,-123.1333
307,307,307,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNARefFASTA2FASTA,1670,2516,23,0,1288,49.25,-123.1333
308,308,308,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNAFASTA2CLUSTAL,1670,2516,23,0,1288,49.25,-123.1333
309,309,309,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNARefFASTA2SWISS,1670,2516,23,0,1288,49.25,-123.1333
310,310,310,http://biomoby.org/services/wsdl/antirrhinum.net/DragonDB_TBLASTN,1670,2516,23,0,1288,49.25,-123.1333
311,311,311,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINRefSTRIDER2FASTA,1670,2516,23,0,1288,49.25,-123.1333
312,312,312,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINRefPHYLIP2FASTA,1670,2516,23,0,1288,49.25,-123.1333
313,313,313,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINFASTA2PIR,1670,2516,23,0,1288,49.25,-123.1333
314,314,314,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINFASTA2CODATA,1670,2516,23,0,1288,49.25,-123.1333
315,315,315,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINFASTA2TREECON,1670,2516,23,0,1288,49.25,-123.1333
316,316,316,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNAFASTA2SWISS,1670,2516,23,0,1288,49.25,-123.1333
317,317,317,http://biomoby.org/services/wsdl/bioinfo.icapture.ubc.ca/BIND_IdSearchGetFastaByUniGeneId,1670,2516,23,0,1288,49.25,-123.1333
318,318,318,http://biomoby.org/services/wsdl/bioinfo.icapture.ubc.ca/BIND_IdSearchGetGOTermsByEmblId,1670,2516,23,0,1288,49.25,-123.1333
319,319,319,http://biomoby.org/services/wsdl/bioinfo.icapture.ubc.ca/BIND_IdSearchGetGOTermsByGi,1670,2516,23,0,1288,49.25,-123.1333
320,320,320,http://biomoby.org/services/wsdl/bioinfo.icapture.ubc.ca/BIND_IdSearchGetGOTermsByPfamId,1670,2516,23,0,1288,49.25,-123.1333
321,321,321,http://biomoby.org/services/wsdl/bioinfo.icapture.ubc.ca/BIND_IdSearchGetGOTermsByTrEmblId,1670,2516,23,0,1288,49.25,-123.1333
322,322,322,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNAPHYLIP2FASTA,1670,2516,23,0,1288,49.25,-123.1333
323,323,323,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNAJACKNIFERNON2FASTA,1670,2516,23,0,1288,49.25,-123.1333
324,324,324,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNARefPIR2FASTA,1670,2516,23,0,1288,49.25,-123.1333
325,325,325,http://biomoby.org/services/wsdl/atidb.org/getGOAccsByAGICode,1670,2516,23,0,1288,49.25,-123.1333
326,326,326,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINIG2FASTA,1670,2516,23,0,1288,49.25,-123.1333
327,327,327,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINRefACEDB2FASTA,1670,2516,23,0,1288,49.25,-123.1333
328,328,328,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNATEXT2FASTA,1670,2516,23,0,1288,49.25,-123.1333
329,329,329,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINMEGA2FASTA,1670,2516,23,0,1288,49.25,-123.1333
330,330,330,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNARefTREECON2FASTA,1670,2516,23,0,1288,49.25,-123.1333
331,331,331,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNANCBI2FASTA,1670,2516,23,0,1288,49.25,-123.1333
332,332,332,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNAGEN2FASTA,1670,2516,23,0,1288,49.25,-123.1333
333,333,333,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINRefEMBL2FASTA,1670,2516,23,0,1288,49.25,-123.1333
334,334,334,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINRefCODATA2FASTA,1670,2516,23,0,1288,49.25,-123.1333
335,335,335,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINRefFASTA2NEXUS,1670,2516,23,0,1288,49.25,-123.1333
336,336,336,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNAFASTA2STADEN,1670,2516,23,0,1288,49.25,-123.1333
337,337,337,http://biomoby.org/services/wsdl/atidb.org/getTranscriptCodesByAGICode,1670,2516,23,0,1288,49.25,-123.1333
338,338,338,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINRefMEGA2FASTA,1670,2516,23,0,1288,49.25,-123.1333
339,339,339,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINRefFASTA2MEGA,1670,2516,23,0,1288,49.25,-123.1333
340,340,340,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINRefFASTA2GCG,1670,2516,23,0,1288,49.25,-123.1333
341,341,341,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINRefFASTA2TREECON,1670,2516,23,0,1288,49.25,-123.1333
342,342,342,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNARefFASTA2PHYLIP,1670,2516,23,0,1288,49.25,-123.1333
343,343,343,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINFASTA2STRIDER,1670,2516,23,0,1288,49.25,-123.1333
344,344,344,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNAMEGA2FASTA,1670,2516,23,0,1288,49.25,-123.1333
345,345,345,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINFASTA2TEXT,1670,2516,23,0,1288,49.25,-123.1333
346,346,346,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINFASTA2RAW,1670,2516,23,0,1288,49.25,-123.1333
347,347,347,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINEMBL2FASTA,1670,2516,23,0,1288,49.25,-123.1333
348,348,348,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNAFASTA2CODATA,1670,2516,23,0,1288,49.25,-123.1333
349,349,349,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINRefFASTA2CLUSTAL,1670,2516,23,0,1288,49.25,-123.1333
350,350,350,http://biomoby.org/services/wsdl/bioinfo.icapture.ubc.ca/getBase64SnpFrequencyImage,1670,2516,23,0,1288,49.25,-123.1333
351,351,351,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINRefFASTA2STADEN,1670,2516,23,0,1288,49.25,-123.1333
352,352,352,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNAEMBL2FASTA,1670,2516,23,0,1288,49.25,-123.1333
353,353,353,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNAFASTA2PIR,1670,2516,23,0,1288,49.25,-123.1333
354,354,354,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNAFASTA2JACKKNIFERNON,1670,2516,23,0,1288,49.25,-123.1333
355,355,355,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINRefRAW2FASTA,1670,2516,23,0,1288,49.25,-123.1333
356,356,356,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINRefFASTA2FASTA,1670,2516,23,0,1288,49.25,-123.1333
357,357,357,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINRefFASTA2IG,1670,2516,23,0,1288,49.25,-123.1333
358,358,358,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINRefFASTA2ACEDB,1670,2516,23,0,1288,49.25,-123.1333
359,359,359,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINFASTA2FASTA,1670,2516,23,0,1288,49.25,-123.1333
360,360,360,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/revseqProteinRefFASTA2FASTA,1670,2516,23,0,1288,49.25,-123.1333
361,361,361,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNAMSF2FASTA,1670,2516,23,0,1288,49.25,-123.1333
362,362,362,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNARefFASTA2GCG,1670,2516,23,0,1288,49.25,-123.1333
363,363,363,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINJACKNIFER2FASTA,1670,2516,23,0,1288,49.25,-123.1333
364,364,364,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNARefFASTA2JACKKNIFER,1670,2516,23,0,1288,49.25,-123.1333
365,365,365,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNARAW2FASTA,1670,2516,23,0,1288,49.25,-123.1333
366,366,366,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNARefSTRIDER2FASTA,1670,2516,23,0,1288,49.25,-123.1333
367,367,367,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINNEXUSNON2FASTA,1670,2516,23,0,1288,49.25,-123.1333
368,368,368,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNARefSTADEN2FASTA,1670,2516,23,0,1288,49.25,-123.1333
369,369,369,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNARefFASTA2TEXT,1670,2516,23,0,1288,49.25,-123.1333
370,370,370,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNARefCLUSTAL2FASTA,1670,2516,23,0,1288,49.25,-123.1333
371,371,371,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNARefGCG82FASTA,1670,2516,23,0,1288,49.25,-123.1333
372,372,372,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNARefTEXT2FASTA,1670,2516,23,0,1288,49.25,-123.1333
373,373,373,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINNEXUS2FASTA,1670,2516,23,0,1288,49.25,-123.1333
374,374,374,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINRAW2FASTA,1670,2516,23,0,1288,49.25,-123.1333
375,375,375,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINRefFASTA2NCBI,1670,2516,23,0,1288,49.25,-123.1333
376,376,376,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINRefFASTA2STRIDER,1670,2516,23,0,1288,49.25,-123.1333
377,377,377,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINRefFASTA2EMBL,1670,2516,23,0,1288,49.25,-123.1333
378,378,378,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNASWISS2FASTA,1670,2516,23,0,1288,49.25,-123.1333
379,379,379,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNACLUSTAL2FASTA,1670,2516,23,0,1288,49.25,-123.1333
380,380,380,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINPHYLIP2FASTA,1670,2516,23,0,1288,49.25,-123.1333
381,381,381,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNARefRAW2FASTA,1670,2516,23,0,1288,49.25,-123.1333
382,382,382,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINRefFASTA2TEXT,1670,2516,23,0,1288,49.25,-123.1333
383,383,383,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINRefFASTA2RAW,1670,2516,23,0,1288,49.25,-123.1333
384,384,384,http://biomoby.org/services/wsdl/atidb.org/getInterproResultsForAGICode,1670,2516,23,0,1288,49.25,-123.1333
385,385,385,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINFASTA2JACKKNIFER,1670,2516,23,0,1288,49.25,-123.1333
386,386,386,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINGCG82FASTA,1670,2516,23,0,1288,49.25,-123.1333
387,387,387,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINRefTREECON2FASTA,1670,2516,23,0,1288,49.25,-123.1333
388,388,388,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINMSF2FASTA,1670,2516,23,0,1288,49.25,-123.1333
389,389,389,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNAPIR2FASTA,1670,2516,23,0,1288,49.25,-123.1333
390,390,390,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNARefNEXUS2FASTA,1670,2516,23,0,1288,49.25,-123.1333
391,391,391,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINRefFASTA2SWISS,1670,2516,23,0,1288,49.25,-123.1333
392,392,392,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINNBRF2FASTA,1670,2516,23,0,1288,49.25,-123.1333
393,393,393,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNAFASTA2ACEDB,1670,2516,23,0,1288,49.25,-123.1333
394,394,394,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNARefFASTA2PIR,1670,2516,23,0,1288,49.25,-123.1333
395,395,395,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNAFASTA2PHYLIP,1670,2516,23,0,1288,49.25,-123.1333
396,396,396,http://biomoby.org/services/wsdl/atidb.org/getInsertionsAsGFFByAGICode,1670,2516,23,0,1288,49.25,-123.1333
